Sku,Name,Description,Brand,CategoryName,SubCategoryName,Price,Currency,StockQuantity,Sizes,Colors,Material
WOM-HAND-051,Mango Sporty Handbags,Elegant handbags for women. Made with fine leather for an effortless look.,Mango,Women,Handbags,2724.99,USD,26,One Size,Coral,Leather
WOM-HAND-052,Only Essential Handbags,Elegant handbags for women. Made with fine suede for an effortless look.,Only,Women,Handbags,3314.99,USD,33,One Size,Royal Blue|Ivory|Peach,Suede
WOM-HAND-053,FabIndia Designer Handbags,Elegant handbags for women. Made with fine silk for an effortless look.,FabIndia,Women,Handbags,2784.99,USD,36,One Size,Royal Blue|Coral|Peach,Silk
WOM-HAND-054,W for Woman Designer Handbags,Elegant handbags for women. Made with fine silk for an effortless look.,W for Woman,Women,Handbags,2286.99,USD,153,One Size,Coral,Silk
WOM-HAND-055,Only Premium Handbags,Elegant handbags for women. Made with fine leather for an effortless look.,Only,Women,Handbags,2193.99,USD,44,One Size,Ivory,Leather
WOM-HAND-056,Vero Moda Slim Handbags,Elegant handbags for women. Made with fine gold-plated for an effortless look.,Vero Moda,Women,Handbags,5060.99,USD,108,One Size,Peach|Mauve|Coral,Gold-Plated
WOM-HAND-057,Aurelia Urban Handbags,Elegant handbags for women. Made with fine gold-plated for an effortless look.,Aurelia,Women,Handbags,3595.99,USD,2,One Size,Teal|Mustard|Coral,Gold-Plated
WOM-HAND-058,Aurelia Vintage Handbags,Elegant handbags for women. Made with fine leather for an effortless look.,Aurelia,Women,Handbags,2912.99,USD,197,One Size,Teal|Mint Green|Rose Pink,Leather
WOM-HAND-059,W for Woman Vintage Handbags,Elegant handbags for women. Made with fine leather for an effortless look.,W for Woman,Women,Handbags,2694.99,USD,109,One Size,Mustard|Mauve|Ivory,Leather
WOM-HAND-060,AND Sporty Handbags,Elegant handbags for women. Made with fine gold-plated for an effortless look.,AND,Women,Handbags,4148.99,USD,43,One Size,Mint Green|Ivory,Gold-Plated
WOM-HAND-061,Zara Women Sporty Handbags,Elegant handbags for women. Made with fine silk for an effortless look.,Zara Women,Women,Handbags,5428.99,USD,179,One Size,Mint Green,Silk
WOM-HAND-062,W for Woman Designer Handbags,Elegant handbags for women. Made with fine gold-plated for an effortless look.,W for Woman,Women,Handbags,3664.99,USD,64,One Size,Peach,Gold-Plated
WOM-HAND-063,Aurelia Urban Handbags,Elegant handbags for women. Made with fine suede for an effortless look.,Aurelia,Women,Handbags,2622.99,USD,24,One Size,Teal|Peach|Ivory,Suede
WOM-HAND-064,Global Desi Classic Handbags,Elegant handbags for women. Made with fine leather for an effortless look.,Global Desi,Women,Handbags,4658.99,USD,96,One Size,Mustard,Leather
WOM-HAND-065,FabIndia Signature Handbags,Elegant handbags for women. Made with fine silk for an effortless look.,FabIndia,Women,Handbags,4449.99,USD,104,One Size,Ivory,Silk
WOM-HAND-066,Vero Moda Sporty Handbags,Elegant handbags for women. Made with fine silk for an effortless look.,Vero Moda,Women,Handbags,4215.99,USD,77,One Size,Royal Blue,Silk
WOM-HAND-067,Vero Moda Designer Handbags,Elegant handbags for women. Made with fine silk for an effortless look.,Vero Moda,Women,Handbags,1144.99,USD,143,One Size,Peach|Royal Blue,Silk
WOM-HAND-068,Global Desi Signature Handbags,Elegant handbags for women. Made with fine leather for an effortless look.,Global Desi,Women,Handbags,2172.99,USD,90,One Size,Ivory|Coral,Leather
WOM-HAND-069,Mango Relaxed Handbags,Elegant handbags for women. Made with fine gold-plated for an effortless look.,Mango,Women,Handbags,1721.99,USD,16,One Size,Royal Blue|Burgundy,Gold-Plated
WOM-HAND-070,Zara Women Essential Handbags,Elegant handbags for women. Made with fine gold-plated for an effortless look.,Zara Women,Women,Handbags,4211.99,USD,73,One Size,Rose Pink|Peach,Gold-Plated
WOM-HAND-071,Biba Signature Handbags,Elegant handbags for women. Made with fine leather for an effortless look.,Biba,Women,Handbags,4983.99,USD,166,One Size,Coral|Burgundy|Mint Green,Leather
WOM-HAND-072,W for Woman Everyday Handbags,Elegant handbags for women. Made with fine silk for an effortless look.,W for Woman,Women,Handbags,3936.99,USD,119,One Size,Mint Green,Silk
WOM-HAND-073,W for Woman Premium Handbags,Elegant handbags for women. Made with fine gold-plated for an effortless look.,W for Woman,Women,Handbags,2293.99,USD,181,One Size,Peach,Gold-Plated
WOM-HAND-074,Vero Moda Vintage Handbags,Elegant handbags for women. Made with fine gold-plated for an effortless look.,Vero Moda,Women,Handbags,4011.99,USD,72,One Size,Mint Green|Ivory,Gold-Plated
WOM-HAND-075,AND Slim Handbags,Elegant handbags for women. Made with fine leather for an effortless look.,AND,Women,Handbags,824.99,USD,170,One Size,Royal Blue|Rose Pink,Leather
WOM-HAND-076,W for Woman Designer Handbags,Elegant handbags for women. Made with fine silk for an effortless look.,W for Woman,Women,Handbags,5578.99,USD,155,One Size,Rose Pink,Silk
WOM-HAND-077,AND Modern Handbags,Elegant handbags for women. Made with fine gold-plated for an effortless look.,AND,Women,Handbags,867.99,USD,130,One Size,Rose Pink|Royal Blue|Coral,Gold-Plated
WOM-HAND-078,AND Everyday Handbags,Elegant handbags for women. Made with fine silk for an effortless look.,AND,Women,Handbags,5272.99,USD,166,One Size,Burgundy|Rose Pink,Silk
WOM-HAND-079,FabIndia Relaxed Handbags,Elegant handbags for women. Made with fine suede for an effortless look.,FabIndia,Women,Handbags,5314.99,USD,156,One Size,Mustard|Mint Green,Suede
WOM-HAND-080,Aurelia Essential Handbags,Elegant handbags for women. Made with fine leather for an effortless look.,Aurelia,Women,Handbags,5144.99,USD,126,One Size,Ivory|Mauve|Peach,Leather
WOM-HAND-081,Global Desi Slim Handbags,Elegant handbags for women. Made with fine leather for an effortless look.,Global Desi,Women,Handbags,1309.99,USD,68,One Size,Rose Pink|Royal Blue,Leather
WOM-HAND-082,AND Vintage Handbags,Elegant handbags for women. Made with fine silk for an effortless look.,AND,Women,Handbags,2304.99,USD,67,One Size,Mustard,Silk
WOM-HAND-083,W for Woman Designer Handbags,Elegant handbags for women. Made with fine silk for an effortless look.,W for Woman,Women,Handbags,828.99,USD,130,One Size,Mauve|Royal Blue|Peach,Silk
WOM-HAND-084,Biba Slim Handbags,Elegant handbags for women. Made with fine silk for an effortless look.,Biba,Women,Handbags,3925.99,USD,183,One Size,Mustard|Teal|Royal Blue,Silk
WOM-HAND-085,Vero Moda Classic Handbags,Elegant handbags for women. Made with fine gold-plated for an effortless look.,Vero Moda,Women,Handbags,5002.99,USD,98,One Size,Burgundy|Mauve|Ivory,Gold-Plated
WOM-HAND-086,Vero Moda Sporty Handbags,Elegant handbags for women. Made with fine silk for an effortless look.,Vero Moda,Women,Handbags,2354.99,USD,66,One Size,Ivory,Silk
WOM-HAND-087,Aurelia Everyday Handbags,Elegant handbags for women. Made with fine leather for an effortless look.,Aurelia,Women,Handbags,3245.99,USD,120,One Size,Royal Blue,Leather
WOM-HAND-088,Global Desi Sporty Handbags,Elegant handbags for women. Made with fine silk for an effortless look.,Global Desi,Women,Handbags,4088.99,USD,122,One Size,Peach,Silk
WOM-HAND-089,Mango Urban Handbags,Elegant handbags for women. Made with fine gold-plated for an effortless look.,Mango,Women,Handbags,1978.99,USD,130,One Size,Rose Pink|Ivory,Gold-Plated
WOM-HAND-090,Global Desi Designer Handbags,Elegant handbags for women. Made with fine gold-plated for an effortless look.,Global Desi,Women,Handbags,2550.99,USD,151,One Size,Peach|Coral,Gold-Plated
WOM-HAND-091,Global Desi Urban Handbags,Elegant handbags for women. Made with fine suede for an effortless look.,Global Desi,Women,Handbags,900.99,USD,169,One Size,Mustard,Suede
WOM-HAND-092,Zara Women Designer Handbags,Elegant handbags for women. Made with fine suede for an effortless look.,Zara Women,Women,Handbags,2407.99,USD,68,One Size,Royal Blue|Mustard|Mauve,Suede
WOM-HAND-093,Mango Premium Handbags,Elegant handbags for women. Made with fine suede for an effortless look.,Mango,Women,Handbags,1155.99,USD,174,One Size,Ivory|Burgundy|Teal,Suede
WOM-HAND-094,Biba Vintage Handbags,Elegant handbags for women. Made with fine suede for an effortless look.,Biba,Women,Handbags,5447.99,USD,114,One Size,Ivory|Mauve,Suede
WOM-HAND-095,Zara Women Classic Handbags,Elegant handbags for women. Made with fine suede for an effortless look.,Zara Women,Women,Handbags,1023.99,USD,68,One Size,Royal Blue,Suede
WOM-HAND-096,W for Woman Slim Handbags,Elegant handbags for women. Made with fine suede for an effortless look.,W for Woman,Women,Handbags,1004.99,USD,38,One Size,Mustard|Burgundy,Suede
WOM-HAND-097,Global Desi Modern Handbags,Elegant handbags for women. Made with fine gold-plated for an effortless look.,Global Desi,Women,Handbags,1677.99,USD,122,One Size,Ivory|Burgundy,Gold-Plated
WOM-HAND-098,Zara Women Everyday Handbags,Elegant handbags for women. Made with fine leather for an effortless look.,Zara Women,Women,Handbags,3463.99,USD,176,One Size,Mustard|Ivory,Leather
WOM-HAND-099,Global Desi Slim Handbags,Elegant handbags for women. Made with fine gold-plated for an effortless look.,Global Desi,Women,Handbags,4038.99,USD,162,One Size,Mauve|Ivory,Gold-Plated
WOM-HAND-100,Biba Sporty Handbags,Elegant handbags for women. Made with fine gold-plated for an effortless look.,Biba,Women,Handbags,1861.99,USD,15,One Size,Royal Blue,Gold-Plated
WOM-JEWE-001,Global Desi Sporty Jewellery,Elegant jewellery for women. Made with fine silk for an effortless look.,Global Desi,Women,Jewellery,4972.99,USD,157,One Size,Mint Green,Silk
WOM-JEWE-002,Vero Moda Designer Jewellery,Elegant jewellery for women. Made with fine leather for an effortless look.,Vero Moda,Women,Jewellery,1986.99,USD,17,One Size,Rose Pink,Leather
WOM-JEWE-003,Global Desi Relaxed Jewellery,Elegant jewellery for women. Made with fine gold-plated for an effortless look.,Global Desi,Women,Jewellery,4871.99,USD,113,One Size,Mustard|Mint Green,Gold-Plated
WOM-JEWE-004,Aurelia Relaxed Jewellery,Elegant jewellery for women. Made with fine gold-plated for an effortless look.,Aurelia,Women,Jewellery,1356.99,USD,169,One Size,Rose Pink,Gold-Plated
WOM-JEWE-005,FabIndia Classic Jewellery,Elegant jewellery for women. Made with fine leather for an effortless look.,FabIndia,Women,Jewellery,2746.99,USD,71,One Size,Ivory|Mint Green|Peach,Leather
WOM-JEWE-006,Aurelia Essential Jewellery,Elegant jewellery for women. Made with fine silk for an effortless look.,Aurelia,Women,Jewellery,1653.99,USD,81,One Size,Royal Blue,Silk
WOM-JEWE-007,Aurelia Everyday Jewellery,Elegant jewellery for women. Made with fine leather for an effortless look.,Aurelia,Women,Jewellery,2046.99,USD,34,One Size,Royal Blue|Ivory|Mustard,Leather
WOM-JEWE-008,Vero Moda Designer Jewellery,Elegant jewellery for women. Made with fine suede for an effortless look.,Vero Moda,Women,Jewellery,3098.99,USD,128,One Size,Mint Green,Suede
WOM-JEWE-009,Biba Classic Jewellery,Elegant jewellery for women. Made with fine leather for an effortless look.,Biba,Women,Jewellery,4849.99,USD,119,One Size,Peach|Royal Blue|Mauve,Leather
WOM-JEWE-010,Mango Sporty Jewellery,Elegant jewellery for women. Made with fine silk for an effortless look.,Mango,Women,Jewellery,5061.99,USD,48,One Size,Ivory|Teal,Silk
WOM-JEWE-011,Aurelia Vintage Jewellery,Elegant jewellery for women. Made with fine silk for an effortless look.,Aurelia,Women,Jewellery,3096.99,USD,191,One Size,Mauve|Ivory|Royal Blue,Silk
WOM-JEWE-012,AND Everyday Jewellery,Elegant jewellery for women. Made with fine leather for an effortless look.,AND,Women,Jewellery,4855.99,USD,123,One Size,Royal Blue|Coral,Leather
WOM-JEWE-013,Aurelia Everyday Jewellery,Elegant jewellery for women. Made with fine gold-plated for an effortless look.,Aurelia,Women,Jewellery,4538.99,USD,109,One Size,Mauve|Rose Pink,Gold-Plated
WOM-JEWE-014,AND Urban Jewellery,Elegant jewellery for women. Made with fine suede for an effortless look.,AND,Women,Jewellery,978.99,USD,76,One Size,Peach|Mint Green|Mauve,Suede
WOM-JEWE-015,FabIndia Premium Jewellery,Elegant jewellery for women. Made with fine leather for an effortless look.,FabIndia,Women,Jewellery,5081.99,USD,152,One Size,Mint Green|Mustard|Teal,Leather
WOM-JEWE-016,Only Classic Jewellery,Elegant jewellery for women. Made with fine suede for an effortless look.,Only,Women,Jewellery,3714.99,USD,17,One Size,Royal Blue|Peach|Mustard,Suede
WOM-JEWE-017,Aurelia Sporty Jewellery,Elegant jewellery for women. Made with fine suede for an effortless look.,Aurelia,Women,Jewellery,4452.99,USD,125,One Size,Royal Blue|Peach|Teal,Suede
WOM-JEWE-018,W for Woman Classic Jewellery,Elegant jewellery for women. Made with fine gold-plated for an effortless look.,W for Woman,Women,Jewellery,2497.99,USD,80,One Size,Rose Pink|Ivory,Gold-Plated
WOM-JEWE-019,Zara Women Sporty Jewellery,Elegant jewellery for women. Made with fine leather for an effortless look.,Zara Women,Women,Jewellery,4112.99,USD,175,One Size,Mint Green,Leather
WOM-JEWE-020,Only Slim Jewellery,Elegant jewellery for women. Made with fine silk for an effortless look.,Only,Women,Jewellery,1441.99,USD,146,One Size,Peach|Coral|Mauve,Silk
WOM-JEWE-021,W for Woman Everyday Jewellery,Elegant jewellery for women. Made with fine gold-plated for an effortless look.,W for Woman,Women,Jewellery,1839.99,USD,193,One Size,Royal Blue|Mint Green,Gold-Plated
WOM-JEWE-022,Biba Classic Jewellery,Elegant jewellery for women. Made with fine silk for an effortless look.,Biba,Women,Jewellery,2095.99,USD,49,One Size,Burgundy|Peach|Mauve,Silk
WOM-JEWE-023,FabIndia Everyday Jewellery,Elegant jewellery for women. Made with fine leather for an effortless look.,FabIndia,Women,Jewellery,2372.99,USD,183,One Size,Mustard|Mint Green|Coral,Leather
WOM-JEWE-024,FabIndia Classic Jewellery,Elegant jewellery for women. Made with fine suede for an effortless look.,FabIndia,Women,Jewellery,4795.99,USD,53,One Size,Coral|Mauve|Mint Green,Suede
WOM-JEWE-025,Vero Moda Sporty Jewellery,Elegant jewellery for women. Made with fine suede for an effortless look.,Vero Moda,Women,Jewellery,3822.99,USD,175,One Size,Mustard|Coral|Mint Green,Suede
WOM-JEWE-026,W for Woman Modern Jewellery,Elegant jewellery for women. Made with fine leather for an effortless look.,W for Woman,Women,Jewellery,1611.99,USD,100,One Size,Coral|Teal,Leather
WOM-JEWE-027,Aurelia Designer Jewellery,Elegant jewellery for women. Made with fine suede for an effortless look.,Aurelia,Women,Jewellery,3234.99,USD,118,One Size,Rose Pink,Suede
WOM-JEWE-028,AND Modern Jewellery,Elegant jewellery for women. Made with fine leather for an effortless look.,AND,Women,Jewellery,2603.99,USD,86,One Size,Mauve|Mustard,Leather
WOM-JEWE-029,Only Classic Jewellery,Elegant jewellery for women. Made with fine suede for an effortless look.,Only,Women,Jewellery,5063.99,USD,80,One Size,Mustard|Coral,Suede
WOM-JEWE-030,Mango Relaxed Jewellery,Elegant jewellery for women. Made with fine suede for an effortless look.,Mango,Women,Jewellery,4897.99,USD,133,One Size,Mauve,Suede
WOM-JEWE-031,Only Slim Jewellery,Elegant jewellery for women. Made with fine leather for an effortless look.,Only,Women,Jewellery,4881.99,USD,11,One Size,Coral|Teal,Leather
WOM-JEWE-032,Only Sporty Jewellery,Elegant jewellery for women. Made with fine suede for an effortless look.,Only,Women,Jewellery,1201.99,USD,121,One Size,Mustard|Peach|Teal,Suede
WOM-JEWE-033,Vero Moda Premium Jewellery,Elegant jewellery for women. Made with fine suede for an effortless look.,Vero Moda,Women,Jewellery,2336.99,USD,72,One Size,Rose Pink|Mauve|Peach,Suede
WOM-JEWE-034,Vero Moda Designer Jewellery,Elegant jewellery for women. Made with fine leather for an effortless look.,Vero Moda,Women,Jewellery,2679.99,USD,72,One Size,Ivory|Peach|Rose Pink,Leather
WOM-JEWE-035,Only Everyday Jewellery,Elegant jewellery for women. Made with fine suede for an effortless look.,Only,Women,Jewellery,3116.99,USD,168,One Size,Ivory,Suede
WOM-JEWE-036,W for Woman Sporty Jewellery,Elegant jewellery for women. Made with fine leather for an effortless look.,W for Woman,Women,Jewellery,676.99,USD,47,One Size,Mint Green|Mauve|Peach,Leather
WOM-JEWE-037,Global Desi Sporty Jewellery,Elegant jewellery for women. Made with fine silk for an effortless look.,Global Desi,Women,Jewellery,1125.99,USD,155,One Size,Rose Pink,Silk
WOM-JEWE-038,Biba Relaxed Jewellery,Elegant jewellery for women. Made with fine gold-plated for an effortless look.,Biba,Women,Jewellery,817.99,USD,77,One Size,Mint Green,Gold-Plated
WOM-JEWE-039,AND Vintage Jewellery,Elegant jewellery for women. Made with fine leather for an effortless look.,AND,Women,Jewellery,4954.99,USD,131,One Size,Rose Pink|Coral|Mauve,Leather
WOM-JEWE-040,W for Woman Premium Jewellery,Elegant jewellery for women. Made with fine leather for an effortless look.,W for Woman,Women,Jewellery,678.99,USD,107,One Size,Rose Pink|Teal,Leather
WOM-JEWE-041,FabIndia Designer Jewellery,Elegant jewellery for women. Made with fine silk for an effortless look.,FabIndia,Women,Jewellery,5498.99,USD,32,One Size,Royal Blue|Mint Green|Ivory,Silk
WOM-JEWE-042,Zara Women Premium Jewellery,Elegant jewellery for women. Made with fine suede for an effortless look.,Zara Women,Women,Jewellery,3036.99,USD,166,One Size,Royal Blue|Mauve|Mint Green,Suede
WOM-JEWE-043,Global Desi Essential Jewellery,Elegant jewellery for women. Made with fine leather for an effortless look.,Global Desi,Women,Jewellery,3288.99,USD,158,One Size,Mint Green|Mauve,Leather
WOM-JEWE-044,Only Essential Jewellery,Elegant jewellery for women. Made with fine gold-plated for an effortless look.,Only,Women,Jewellery,2401.99,USD,43,One Size,Mustard|Coral,Gold-Plated
WOM-JEWE-045,Vero Moda Designer Jewellery,Elegant jewellery for women. Made with fine leather for an effortless look.,Vero Moda,Women,Jewellery,948.99,USD,12,One Size,Burgundy,Leather
WOM-JEWE-046,Only Premium Jewellery,Elegant jewellery for women. Made with fine gold-plated for an effortless look.,Only,Women,Jewellery,969.99,USD,142,One Size,Burgundy,Gold-Plated
WOM-JEWE-047,Zara Women Modern Jewellery,Elegant jewellery for women. Made with fine gold-plated for an effortless look.,Zara Women,Women,Jewellery,2877.99,USD,28,One Size,Coral|Burgundy|Mauve,Gold-Plated
WOM-JEWE-048,Aurelia Urban Jewellery,Elegant jewellery for women. Made with fine gold-plated for an effortless look.,Aurelia,Women,Jewellery,4685.99,USD,70,One Size,Teal|Coral,Gold-Plated
WOM-JEWE-049,Aurelia Modern Jewellery,Elegant jewellery for women. Made with fine silk for an effortless look.,Aurelia,Women,Jewellery,3074.99,USD,15,One Size,Peach,Silk
WOM-JEWE-050,Biba Vintage Jewellery,Elegant jewellery for women. Made with fine silk for an effortless look.,Biba,Women,Jewellery,4775.99,USD,87,One Size,Coral,Silk
WOM-JEWE-051,AND Vintage Jewellery,Elegant jewellery for women. Made with fine silk for an effortless look.,AND,Women,Jewellery,4216.99,USD,84,One Size,Coral|Peach|Ivory,Silk
WOM-JEWE-052,Vero Moda Sporty Jewellery,Elegant jewellery for women. Made with fine gold-plated for an effortless look.,Vero Moda,Women,Jewellery,969.99,USD,174,One Size,Burgundy,Gold-Plated
WOM-JEWE-053,FabIndia Relaxed Jewellery,Elegant jewellery for women. Made with fine silk for an effortless look.,FabIndia,Women,Jewellery,5123.99,USD,150,One Size,Coral,Silk
WOM-JEWE-054,Global Desi Sporty Jewellery,Elegant jewellery for women. Made with fine gold-plated for an effortless look.,Global Desi,Women,Jewellery,1429.99,USD,174,One Size,Ivory,Gold-Plated
WOM-JEWE-055,FabIndia Urban Jewellery,Elegant jewellery for women. Made with fine silk for an effortless look.,FabIndia,Women,Jewellery,5053.99,USD,124,One Size,Teal,Silk
WOM-JEWE-056,Vero Moda Relaxed Jewellery,Elegant jewellery for women. Made with fine silk for an effortless look.,Vero Moda,Women,Jewellery,4809.99,USD,108,One Size,Mint Green|Ivory|Rose Pink,Silk
WOM-JEWE-057,Vero Moda Modern Jewellery,Elegant jewellery for women. Made with fine leather for an effortless look.,Vero Moda,Women,Jewellery,3944.99,USD,128,One Size,Mustard|Burgundy|Peach,Leather
WOM-JEWE-058,Global Desi Essential Jewellery,Elegant jewellery for women. Made with fine leather for an effortless look.,Global Desi,Women,Jewellery,1065.99,USD,129,One Size,Teal|Mustard,Leather
WOM-JEWE-059,AND Slim Jewellery,Elegant jewellery for women. Made with fine suede for an effortless look.,AND,Women,Jewellery,4485.99,USD,30,One Size,Peach|Mint Green|Coral,Suede
WOM-JEWE-060,W for Woman Essential Jewellery,Elegant jewellery for women. Made with fine suede for an effortless look.,W for Woman,Women,Jewellery,1026.99,USD,118,One Size,Mauve|Rose Pink,Suede
WOM-JEWE-061,Vero Moda Urban Jewellery,Elegant jewellery for women. Made with fine leather for an effortless look.,Vero Moda,Women,Jewellery,3966.99,USD,0,One Size,Peach|Mustard,Leather
WOM-JEWE-062,AND Slim Jewellery,Elegant jewellery for women. Made with fine gold-plated for an effortless look.,AND,Women,Jewellery,4505.99,USD,131,One Size,Burgundy|Royal Blue|Coral,Gold-Plated
WOM-JEWE-063,Mango Premium Jewellery,Elegant jewellery for women. Made with fine suede for an effortless look.,Mango,Women,Jewellery,1060.99,USD,92,One Size,Mustard|Ivory,Suede
WOM-JEWE-064,Biba Relaxed Jewellery,Elegant jewellery for women. Made with fine gold-plated for an effortless look.,Biba,Women,Jewellery,1405.99,USD,75,One Size,Mint Green,Gold-Plated
WOM-JEWE-065,FabIndia Modern Jewellery,Elegant jewellery for women. Made with fine leather for an effortless look.,FabIndia,Women,Jewellery,3541.99,USD,174,One Size,Burgundy,Leather
WOM-JEWE-066,W for Woman Signature Jewellery,Elegant jewellery for women. Made with fine silk for an effortless look.,W for Woman,Women,Jewellery,4020.99,USD,146,One Size,Rose Pink|Burgundy,Silk
WOM-JEWE-067,AND Sporty Jewellery,Elegant jewellery for women. Made with fine gold-plated for an effortless look.,AND,Women,Jewellery,1274.99,USD,107,One Size,Mint Green,Gold-Plated
WOM-JEWE-068,Vero Moda Essential Jewellery,Elegant jewellery for women. Made with fine gold-plated for an effortless look.,Vero Moda,Women,Jewellery,4121.99,USD,126,One Size,Peach|Mustard|Teal,Gold-Plated
WOM-JEWE-069,AND Urban Jewellery,Elegant jewellery for women. Made with fine suede for an effortless look.,AND,Women,Jewellery,4838.99,USD,85,One Size,Mint Green,Suede
WOM-JEWE-070,Only Essential Jewellery,Elegant jewellery for women. Made with fine gold-plated for an effortless look.,Only,Women,Jewellery,2405.99,USD,4,One Size,Mustard|Rose Pink,Gold-Plated
WOM-JEWE-071,Biba Urban Jewellery,Elegant jewellery for women. Made with fine leather for an effortless look.,Biba,Women,Jewellery,664.99,USD,87,One Size,Mustard,Leather
WOM-JEWE-072,W for Woman Relaxed Jewellery,Elegant jewellery for women. Made with fine leather for an effortless look.,W for Woman,Women,Jewellery,743.99,USD,9,One Size,Mint Green|Teal|Coral,Leather
WOM-JEWE-073,FabIndia Classic Jewellery,Elegant jewellery for women. Made with fine gold-plated for an effortless look.,FabIndia,Women,Jewellery,4133.99,USD,61,One Size,Coral|Burgundy|Rose Pink,Gold-Plated
WOM-JEWE-074,Global Desi Modern Jewellery,Elegant jewellery for women. Made with fine silk for an effortless look.,Global Desi,Women,Jewellery,1672.99,USD,33,One Size,Peach,Silk
WOM-JEWE-075,Only Signature Jewellery,Elegant jewellery for women. Made with fine suede for an effortless look.,Only,Women,Jewellery,4686.99,USD,160,One Size,Coral,Suede
WOM-JEWE-076,Aurelia Relaxed Jewellery,Elegant jewellery for women. Made with fine gold-plated for an effortless look.,Aurelia,Women,Jewellery,848.99,USD,0,One Size,Burgundy,Gold-Plated
WOM-JEWE-077,Only Everyday Jewellery,Elegant jewellery for women. Made with fine silk for an effortless look.,Only,Women,Jewellery,3298.99,USD,8,One Size,Teal|Mint Green|Mustard,Silk
WOM-JEWE-078,Mango Essential Jewellery,Elegant jewellery for women. Made with fine gold-plated for an effortless look.,Mango,Women,Jewellery,3172.99,USD,45,One Size,Peach|Burgundy|Royal Blue,Gold-Plated
WOM-JEWE-079,Mango Everyday Jewellery,Elegant jewellery for women. Made with fine leather for an effortless look.,Mango,Women,Jewellery,1044.99,USD,172,One Size,Rose Pink,Leather
WOM-JEWE-080,AND Slim Jewellery,Elegant jewellery for women. Made with fine suede for an effortless look.,AND,Women,Jewellery,2346.99,USD,15,One Size,Mauve|Burgundy,Suede
WOM-JEWE-081,Mango Modern Jewellery,Elegant jewellery for women. Made with fine silk for an effortless look.,Mango,Women,Jewellery,4280.99,USD,124,One Size,Mint Green,Silk
WOM-JEWE-082,Global Desi Modern Jewellery,Elegant jewellery for women. Made with fine gold-plated for an effortless look.,Global Desi,Women,Jewellery,1015.99,USD,128,One Size,Royal Blue|Teal|Coral,Gold-Plated
WOM-JEWE-083,W for Woman Premium Jewellery,Elegant jewellery for women. Made with fine leather for an effortless look.,W for Woman,Women,Jewellery,2807.99,USD,110,One Size,Mint Green|Royal Blue,Leather
WOM-JEWE-084,Only Relaxed Jewellery,Elegant jewellery for women. Made with fine gold-plated for an effortless look.,Only,Women,Jewellery,3333.99,USD,146,One Size,Burgundy|Mauve|Mustard,Gold-Plated
WOM-JEWE-085,Aurelia Urban Jewellery,Elegant jewellery for women. Made with fine gold-plated for an effortless look.,Aurelia,Women,Jewellery,3013.99,USD,38,One Size,Ivory|Teal,Gold-Plated
WOM-JEWE-086,Only Essential Jewellery,Elegant jewellery for women. Made with fine leather for an effortless look.,Only,Women,Jewellery,4685.99,USD,119,One Size,Burgundy,Leather
WOM-JEWE-087,Aurelia Sporty Jewellery,Elegant jewellery for women. Made with fine suede for an effortless look.,Aurelia,Women,Jewellery,1762.99,USD,198,One Size,Rose Pink|Ivory|Mint Green,Suede
WOM-JEWE-088,FabIndia Vintage Jewellery,Elegant jewellery for women. Made with fine gold-plated for an effortless look.,FabIndia,Women,Jewellery,2672.99,USD,97,One Size,Royal Blue,Gold-Plated
WOM-JEWE-089,Vero Moda Signature Jewellery,Elegant jewellery for women. Made with fine leather for an effortless look.,Vero Moda,Women,Jewellery,3594.99,USD,25,One Size,Mustard,Leather
WOM-JEWE-090,Vero Moda Modern Jewellery,Elegant jewellery for women. Made with fine silk for an effortless look.,Vero Moda,Women,Jewellery,3165.99,USD,179,One Size,Ivory|Coral|Mustard,Silk
WOM-JEWE-091,Global Desi Signature Jewellery,Elegant jewellery for women. Made with fine suede for an effortless look.,Global Desi,Women,Jewellery,4472.99,USD,80,One Size,Teal,Suede
WOM-JEWE-092,Zara Women Everyday Jewellery,Elegant jewellery for women. Made with fine silk for an effortless look.,Zara Women,Women,Jewellery,2746.99,USD,76,One Size,Royal Blue|Teal,Silk
WOM-JEWE-093,Only Signature Jewellery,Elegant jewellery for women. Made with fine gold-plated for an effortless look.,Only,Women,Jewellery,4627.99,USD,76,One Size,Rose Pink|Mustard|Coral,Gold-Plated
WOM-JEWE-094,Mango Essential Jewellery,Elegant jewellery for women. Made with fine gold-plated for an effortless look.,Mango,Women,Jewellery,1081.99,USD,195,One Size,Rose Pink,Gold-Plated
WOM-JEWE-095,W for Woman Sporty Jewellery,Elegant jewellery for women. Made with fine leather for an effortless look.,W for Woman,Women,Jewellery,929.99,USD,70,One Size,Mustard,Leather
WOM-JEWE-096,Vero Moda Modern Jewellery,Elegant jewellery for women. Made with fine silk for an effortless look.,Vero Moda,Women,Jewellery,3650.99,USD,108,One Size,Burgundy,Silk
WOM-JEWE-097,Biba Urban Jewellery,Elegant jewellery for women. Made with fine silk for an effortless look.,Biba,Women,Jewellery,2611.99,USD,179,One Size,Mauve|Mint Green|Rose Pink,Silk
WOM-JEWE-098,Biba Signature Jewellery,Elegant jewellery for women. Made with fine suede for an effortless look.,Biba,Women,Jewellery,2778.99,USD,83,One Size,Royal Blue|Rose Pink|Ivory,Suede
